"Ensembl_ID"	"Gene_symbol"	"logFC"	"FDR"	"Comparison"	"LncBook.ID"	"Type"	"Conservation"	"miRNA"	"GWAS"	"nearest.PC"	"Top.correlated.gene"
"ENSG00000231672"	"DIRC3"	-1.41420731205713	0.00153306984769798	"M1_vs_M0"	"HSALNG0022200"	"integenic"	"Not conserved"	NA	NA	"TNS1"	"ANAPC10"
"ENSG00000261036"	"ENSG00000261036"	-2.41508112346102	1.74549045132379e-05	"M1_vs_M0"	"HSALNG0044432"	"integenic"	"Not conserved"	NA	NA	"DTWD2"	"ADGRV1"
"ENSG00000286174"	"ENSG00000286174"	4.65608277082945	4.38033948108907e-31	"M1_vs_M0"	"HSALNG0010970"	"anti_sense"	"Q50"	NA	"Mortality,White matter microstructure measurement,-"	"WDR26"	"ANKRD33B"
"ENSG00000290021"	"ENSG00000290021"	3.04382381099784	1.03636602958828e-09	"M1_vs_M0"	"HSALNG0148005"	"anti_sense,sense"	"Q90"	"hsa-miR-4467"	"-"	"BCL6"	"ERAP1"
"ENSG00000253490"	"LINC02099"	-2.40990986298017	0.00010164089979921	"M1_vs_M0"	"HSALNG0064314"	"integenic"	"Q50"	NA	"Balding measurement,-"	"LEPROTL1"	"TENT2"
"ENSG00000273002"	"ARHGEF2-AS2"	1.9755842162593	2.00350308218916e-16	"M1_vs_M0"	"HSALNG0007540"	"anti_sense"	"Q75"	NA	"Comparative body size at age 10, self-reported,-"	"RXFP4"	"CSF2"
"ENSG00000254338"	"MAFA-AS1"	-4.40028179073629	3.86218780685785e-10	"M1_vs_M0"	"HSALNG0069286"	"anti_sense"	"Q75"	"hsa-miR-6803-5p,hsa-miR-6769b-5p"	"Apolipoprotein a 1 measurement; High density lipoprotein cholesterol measurement,-"	"RHPN1"	"CREBRF"
"ENSG00000235257"	"ITGA9-AS1"	-4.2999638530245	2.73137448783928e-13	"M1_vs_M0"	"HSALNG0025195"	"anti_sense"	"Not conserved"	NA	NA	"PLCD1"	"DAGLB"
"ENSG00000287839"	"ENSG00000287839"	2.37444083966378	6.67753923290708e-25	"M1_vs_M0"	"HSALNG0007520"	"integenic"	"Not conserved"	NA	"Neutrophil count"	"YY1AP1"	"COG5"
"ENSG00000196979"	"GPRACR"	3.29335775157895	0.00664701782467693	"M1_vs_M0"	"HSALNG0150997"	"integenic"	"Q50"	"hsa-miR-6504-5p"	NA	"FNBP1"	"MICALL2"
"ENSG00000250274"	"ENSG00000250274"	2.04676853533761	4.41200759897344e-08	"M1_vs_M0"	NA	NA	NA	NA	NA	"LCP2"	"ALDH7A1"
"ENSG00000289070"	"ENSG00000289070"	-3.154017499529	2.59488823114992e-12	"M1_vs_M0"	"HSALNG0118660"	"anti_sense"	"Q50"	"hsa-miR-619-5p"	"Blood protein measurement,-"	"CD300A"	"CYBB"
"ENSG00000251330"	"ENSG00000251330"	-5.9691940054436	0.00028800465338876	"M1_vs_M0"	"HSALNG0045706"	"anti_sense"	"Not conserved"	"hsa-miR-619-5p"	NA	"HTR4"	"ZNF367"
"ENSG00000214401"	"KANSL1-AS1"	-1.12006041954514	7.88841459973389e-06	"M1_vs_M0"	"HSALNG0116913"	"anti_sense"	"Q75"	"hsa-miR-4665-3p,hsa-miR-9899"	"-"	"LRRC37A"	"ARHGAP12"
"ENSG00000243491"	"ENSG00000243491"	-2.7488110633407	0.0133567808216053	"M1_vs_M0"	"HSALNG0012921"	"integenic"	"Not conserved"	"hsa-miR-665,hsa-miR-3620-5p,hsa-miR-4505,hsa-miR-1587,hsa-miR-4650-5p,hsa-miR-4691-5p,hsa-miR-6829-5p"	NA	"YWHAQ"	"DDIAS"
"ENSG00000250519"	"ENSG00000250519"	1.03355156055634	0.0342243649313927	"M1_vs_M0"	"HSALNG0086510"	"integenic"	"Q50"	NA	"Serum alanine aminotransferase measurement,-"	"PANX1"	"PRPF18"
"ENSG00000272690"	"LINC02018"	-1.3951544856902	0.011763660147716	"M1_vs_M0"	"HSALNG0026918"	"integenic"	"Not conserved"	"hsa-miR-331-3p,hsa-miR-1207-3p,hsa-miR-3972,hsa-miR-1343-3p,hsa-miR-5787,hsa-miR-6728-3p,hsa-miR-7150,hsa-miR-7703,hsa-miR-8077"	"-"	"FRG2C"	"FAM204A"
"ENSG00000260807"	"CEROX1"	-1.35800413797432	4.48875140690395e-08	"M1_vs_M0"	"HSALNG0108830"	"sense"	"Q50"	"hsa-miR-505-5p,hsa-miR-615-5p,hsa-miR-762,hsa-miR-3620-5p,hsa-miR-4505,hsa-miR-1587,hsa-miR-7106-3p,hsa-miR-7160-3p"	"Body height,-"	"LMF1"	"METTL3"
"ENSG00000185433"	"LINC00158"	4.3701030075155	4.46472759134244e-28	"M1_vs_M0"	"HSALNG0132374"	"integenic"	"Not conserved"	NA	NA	"MRPL39"	"ABTB2"
"ENSG00000289554"	"ENSG00000289554"	1.11829723175375	0.0320865719118358	"M1_vs_M0"	NA	NA	NA	NA	NA	"GPN2"	"IKBIP"
"ENSG00000276718"	"ENSG00000276718"	1.27673623429964	0.0238877904227021	"M1_vs_M0"	"HSALNG0143318"	"anti_sense"	"Q50"	NA	NA	"TAPBPL"	"FBN1"
"ENSG00000231858"	"STAT4-AS1"	4.36691844553534	1.0212251655472e-06	"M1_vs_M0"	"HSALNG0021145"	"anti_sense"	"Q75"	"hsa-miR-3666"	"-"	"GLS"	"NUDT13"
"ENSG00000260877"	"ENSG00000260877"	1.2923541330145	6.01908881719068e-06	"M1_vs_M0"	"HSALNG0085333"	"integenic"	"Not conserved"	"hsa-miR-4308,hsa-miR-4447,hsa-miR-4492"	NA	"MYEOV"	"PPFIBP2"
"ENSG00000258791"	"LINC00520"	-1.67404442692689	9.81117421139711e-23	"M1_vs_M0"	"HSALNG0101489"	"integenic"	"Q50"	"hsa-miR-619-5p,hsa-miR-4505,hsa-miR-1587,hsa-miR-6165"	"Parental longevity,-"	"TBPL2"	"TMED3"
"ENSG00000258810"	"ENSG00000258810"	-2.13800310023179	3.32459195509088e-05	"M1_vs_M0"	"HSALNG0099831"	"integenic"	"Not conserved"	"hsa-miR-4732-3p"	NA	"RNASE6"	"NDEL1"
"ENSG00000259004"	"LINC02285"	1.62625183949525	0.00750088374410056	"M1_vs_M0"	"HSALNG0144163"	"integenic"	"Not conserved"	"hsa-miR-4313"	"Protein measurement"	"DLK1"	"CIAO2B"
"ENSG00000259342"	"ENSG00000259342"	2.38735414348539	2.8247086536644e-10	"M1_vs_M0"	"HSALNG0105649"	"anti_sense"	"Q75"	"hsa-miR-4505"	"-"	"GATM"	"MMP10"
"ENSG00000178803"	"ADORA2A-AS1"	3.6247142980247	1.6481399815654e-11	"M1_vs_M0"	"HSALNG0134495"	"anti_sense"	"Q50"	"hsa-miR-370-3p,hsa-miR-6807-3p"	"Alcohol consumption measurement,Acne,Sodium measurement,Glucagon measurement,Coffee consumption measurement,Supramarginal gyrus volume measurement,Tea consumption measurement,Cups of coffee per day measurement,Serum gamma-glutamyl transferase measurement,Coffee consumption measurement; Tea consumption measurement,Alcohol use disorder measurement; Alcohol consumption measurement,-"	"GUCD1"	"C15orf48"
"ENSG00000226950"	"DANCR"	-1.40653251315112	1.39446916598781e-09	"M1_vs_M0"	"HSALNG0148096"	"anti_sense"	"Q50"	"hsa-miR-619-5p,hsa-miR-7108-3p"	"Response to citalopram; Mood disorder; Response to escitalopram; Unipolar depression,-"	"RASL11B"	"VKORC1"
"ENSG00000271270"	"TMCC1-DT"	-1.02728886459651	4.48554495537022e-08	"M1_vs_M0"	"HSALNG0028917"	"integenic"	"Q75"	"hsa-miR-486-3p,hsa-miR-3162-5p"	"Bmi-adjusted waist circumference; Bmi-adjusted hip circumference"	"TRH"	"ZNF528"
"ENSG00000242048"	"PRKAG2-AS2"	1.90684594930745	2.2811686189841e-39	"M1_vs_M0"	"HSALNG0149841"	"anti_sense"	"Not conserved"	NA	NA	"GALNTL5"	"MFSD3"
"ENSG00000272008"	"ENSG00000272008"	3.46032351007371	0.00239951014384761	"M1_vs_M0"	"HSALNG0149464"	"anti_sense"	"Q75"	NA	"-"	"CGA"	"CD300C"
"ENSG00000229140"	"CCDC26"	-3.50483741120604	8.20075428978636e-13	"M1_vs_M0"	"HSALNG0068551"	"integenic"	"Q50"	"hsa-miR-575,hsa-miR-619-5p,hsa-miR-885-3p,hsa-miR-4287,hsa-miR-4328,hsa-miR-3677-3p,hsa-miR-6809-3p,hsa-miR-6873-3p,hsa-miR-6892-3p,hsa-miR-8485"	"Dna methylation,Eczema,Balding measurement,Heel bone mineral density,Lip morphology measurement,Facial morphology measurement,Unipolar depression,Creatinine measurement,Cleft lip; Oral cleft; Cleft palate,Myeloid white cell count,Cleft lip; Progranulin measurement,Cortical surface area measurement; Cortical thickness,Alkaline phosphatase measurement,Cleft lip; Neuroimaging measurement; Heel bone mineral density; Blood phosphate measurement; Cleft palate; Brain measurement,Cleft lip; Oral cleft,Lung adenocarcinoma,Leukocyte count,Neutrophil count,Cleft lip,Eosinophil count,Vital capacity,Self reported educational attainment,Forced expiratory volume,Mathematical ability,Fev/fec ratio,Acute lymphoblastic leukemia,Body height,Monocyte count,Monocyte percentage of leukocytes,B-cell acute lymphoblastic leukemia,Gut microbiome measurement,Creatinine measurement; Glomerular filtration rate,Nicotine dependence,Glioma,Central nervous system cancer,Hypospadias,Urate measurement,Lateral occipital cortex volume measurement,Uterine fibroid,Platelet count; Platelet crit,Indole-3-propionate measurement,Bullous pemphigoid,Cortical surface area measurement,Mitochondrial dna measurement,Inflammatory bowel disease; Mean corpuscular hemoglobin concentration; Mean corpuscular hemoglobin; Monocyte count; Mean corpuscular volume,Leukocyte count; Monocyte count,Mean corpuscular volume; Mean corpuscular hemoglobin; Erythrocyte count,Eosinophil count; Monocyte count; Basophil count; Eosinophil percentage of leukocytes,Eosinophil count; Eosinophil percentage of granulocytes; Eosinophil percentage of leukocytes,Neutrophil-to-lymphocyte ratio,Cortical thickness,Leukocyte count; Neutrophil count; Myeloid white cell count,Neutrophil percentage of leukocytes; Mean corpuscular hemoglobin,Mosaic loss of chromosome y measurement,Resistin measurement; Myeloperoxidase measurement,Lymphocyte percentage of leukocytes; Neutrophil count,Eosinophil percentage of leukocytes; Eosinophil percentage of granulocytes,Leukocyte count; Neutrophil count; Monocyte count,Neutrophil percentage of granulocytes; Neutrophil percentage of leukocytes,Granulocyte percentage of myeloid white cells; Monocyte percentage of leukocytes,Inflammatory bowel disease; Ulcerative colitis; Monocyte count; Monocyte:lymphocyte ratio; Mean corpuscular volume; Red blood cell density measurement; Erythrocyte count,Adolescent idiopathic scoliosis,Monocyte count; Mean corpuscular hemoglobin concentration; Erythrocyte count,Neutrophil count; Basophil count; Leukocyte count; Eosinophil count; Granulocyte count,Mean corpuscular volume; Mean corpuscular hemoglobin; Monocyte count,Erythrocyte count,Leukocyte count; Lymphocyte percentage of leukocytes; Neutrophil count; Myeloid white cell count,Red blood cell density measurement,Mean reticulocyte volume,Neutrophil percentage of leukocytes,Basophil percentage of granulocytes; Educational attainment; Basophil count; Basophil percentage of leukocytes,Granulocyte percentage of myeloid white cells,Eye color,Monocyte percentage of leukocytes; Monocyte count,Neuroimaging measurement; Glioblastoma multiforme; Glioma; White matter microstructure measurement; Brain volume measurement; Age at onset; Central nervous system cancer,Platelet count,Basophil count,Retinopathy,Granulocyte percentage of myeloid white cells; Monocyte percentage of leukocytes; Monocyte count,Leukocyte count; Lymphocyte percentage of leukocytes; Myeloid white cell count,Basophil count; Eosinophil percentage of leukocytes,Platelet crit,Eosinophil count; Eosinophil percentage of leukocytes,Response to methotrexate; Juvenile idiopathic arthritis,Cleft lip; Cleft palate,Unipolar depression; Endometriosis,Brain volume measurement; Neuroimaging measurement; Brain measurement,-"	"GSDMC"	"CD300A"
"ENSG00000277449"	"CEBPB-AS1"	-1.01780177958779	0.0276271150076601	"M1_vs_M0"	"HSALNG0130738"	"anti_sense"	"Q50"	NA	"-"	"PEDS1"	"ATG16L2"
"ENSG00000248360"	"LINC00504"	-1.07734285698821	1.8396993348316e-07	"M1_vs_M0"	"HSALNG0033029"	"integenic"	"Q75"	"hsa-miR-5047"	"Diacylglycerol 36:2 measurement,Protein measurement,Skin pigmentation,Nausea,Systolic blood pressure,-"	"FBXL5"	"C2CD3"
"ENSG00000174407"	"MIR1-1HG"	-1.9064444506951	0.0344384127779532	"M1_vs_M0"	"HSALNG0131540"	"integenic"	"Q50"	"hsa-miR-762,hsa-miR-5787,hsa-miR-6720-5p,hsa-miR-6858-5p"	"Brain volume measurement; Neuroimaging measurement; White matter integrity; Brain measurement,Atrial fibrillation,Brain volume measurement,-"	"SLCO4A1"	"TTC21A"
"ENSG00000291236"	"ENSG00000291236"	3.53687411811651	0.00178138311837346	"M1_vs_M0"	NA	NA	NA	NA	NA	"TNS1"	"FAM107A"
"ENSG00000271538"	"LINC02427"	2.20113567032614	0.0380439393478003	"M1_vs_M0"	"HSALNG0039024"	"integenic"	"Q50"	"hsa-miR-4486"	"Glucagon measurement,Cleft lip,-"	"IRF2"	"GSTM4"
"ENSG00000285863"	"ENSG00000285863"	1.75941827774889	4.1912343695012e-05	"M1_vs_M0"	"HSALNG0144382"	"anti_sense"	"Not conserved"	NA	"Fev/fec ratio,-"	"C2CD4A"	"STX18"
"ENSG00000255422"	"ENSG00000255422"	-2.26824040784663	1.28128634804281e-14	"M1_vs_M0"	"HSALNG0087571"	"anti_sense"	"Q90"	NA	"-"	"PHLDB1"	"RNF181"
"ENSG00000241886"	"ENSG00000241886"	2.21514615674118	1.54512113835611e-11	"M1_vs_M0"	"HSALNG0137207"	"sense"	"Q90"	NA	"-"	"GK"	"LRRC28"
"ENSG00000285551"	"LINC02929"	-3.2966205034055	0.0206530020294215	"M1_vs_M0"	"HSALNG0078329"	"sense"	"Q75"	"hsa-miR-4505,hsa-miR-1587,hsa-miR-5703"	NA	NA	"ENHO"
"ENSG00000273373"	"SLC16A4-AS1"	-1.17468505879249	0.00104771725669259	"M1_vs_M0"	"HSALNG0005977"	"anti_sense"	"Q75"	NA	"-"	"RBM15"	"FEM1B"
"ENSG00000229727"	"ENSG00000229727"	4.84085656831854	0.0477163574847609	"M1_vs_M0"	"HSALNG0012768"	"integenic"	"Q50"	NA	NA	"RNF144A"	"SLC50A1"
"ENSG00000289424"	"ENSG00000289424"	1.20049675089847	0.00053311516038467	"M1_vs_M0"	"HSALNG0101287"	"anti_sense"	"Q50"	"hsa-miR-6809-3p,hsa-miR-8485"	"Adolescent idiopathic scoliosis"	"TXNDC16"	"HTRA4"
"ENSG00000228863"	"ENSG00000228863"	2.82501070080398	4.03365656776453e-12	"M1_vs_M0"	"HSALNG0007856"	"anti_sense"	"Not conserved"	"hsa-miR-4776-3p"	"Moderate albuminuria,-"	"SLAMF7"	"CLIC4"
"ENSG00000263050"	"DPH1-AS1"	1.87817911834359	0.0176546213675149	"M1_vs_M0"	"HSALNG0113878"	"anti_sense"	"Q75"	"hsa-miR-3178,hsa-miR-4640-3p,hsa-miR-4747-5p,hsa-miR-8485"	"Hepatocyte growth factor measurement,-"	"SMG6"	"HNRNPF"
"ENSG00000258733"	"LINC02328"	1.62337656705879	4.34760755798386e-07	"M1_vs_M0"	"HSALNG0102968"	"integenic"	"Not conserved"	NA	NA	"FLRT2"	"PUSL1"
"ENSG00000289932"	"ENSG00000289932"	-3.81383056119799	0.00061368937017822	"M1_vs_M0"	"HSALNG0113246"	"integenic"	"Not conserved"	NA	"Monocyte count,Monocyte percentage of leukocytes,Triglyceride measurement; Response to hydrochlorothiazide,-"	"IRF8"	"GON7"
"ENSG00000185168"	"LINC00482"	-3.0025309920945	0.00025806185129878	"M1_vs_M0"	"HSALNG0145393"	"integenic"	"Not conserved"	"hsa-miR-6852-5p"	"-"	"SLC38A10"	"FAXDC2"
"ENSG00000234261"	"ENSG00000234261"	-2.52638848645408	0.00046558196437762	"M1_vs_M0"	"HSALNG0048264"	"integenic"	"Not conserved"	NA	"Total blood protein measurement,Mean corpuscular hemoglobin,Mean corpuscular volume,Mean reticulocyte volume,Mean corpuscular volume; Mean corpuscular hemoglobin,Mean corpuscular volume; Mean corpuscular hemoglobin; Erythrocyte count,Mean reticulocyte volume; Erythrocyte count,Erythrocyte count,Red blood cell density measurement,Nucleus accumbens volume,Protein measurement,-"	"DTNBP1"	"STX8"
"ENSG00000235478"	"LINC01664"	-3.9189519107816	0.00031123513599927	"M1_vs_M0"	"HSALNG0133870"	"anti_sense"	"Q75"	"hsa-miR-619-5p,hsa-miR-4279,hsa-miR-6132"	"Aging,Emotional symptom measurement,-"	"IL17RA"	"TMED10"
"ENSG00000235215"	"ENSG00000235215"	5.90157399982991	0.00030440480362356	"M1_vs_M0"	"HSALNG0003965"	"integenic"	"Not conserved"	NA	"Excessive daytime sleepiness measurement,Self reported educational attainment; Intelligence; Cognitive function measurement; Mathematical ability,Protein measurement,Intelligence; Verbal-numerical reasoning measurement,Mathematical ability,Fat body mass,Platinum measurement; Response to cisplatin,-"	"JUN"	"METTL7B"
"ENSG00000257261"	"SLC38A4-AS1"	-1.9092734511674	0.0183387014421223	"M1_vs_M0"	"HSALNG0090714"	"integenic"	"Not conserved"	NA	NA	"PCED1B"	"ALK"
"ENSG00000270039"	"ENSG00000270039"	1.82931932357813	0.0103761091016043	"M1_vs_M0"	"HSALNG0091665"	"anti_sense,sense"	"Not conserved"	NA	NA	"TSFM"	"ALK"
"ENSG00000234807"	"LINC01135"	-2.4200595022282	5.88997766624011e-44	"M1_vs_M0"	"HSALNG0003956"	"anti_sense"	"Q50"	"hsa-miR-497-5p,hsa-miR-504-3p,hsa-miR-922,hsa-miR-3197,hsa-miR-5587-3p,hsa-miR-5787,hsa-miR-6722-3p,hsa-miR-6728-3p,hsa-miR-6829-3p,hsa-miR-6873-3p,hsa-miR-7108-3p"	"Aminoadipic acid measurement,Neuropsychological test,Empathy measurement,Sleep duration,-"	"FGGY"	"HOPX"
"ENSG00000174370"	"KCNJ5-AS1"	-3.10095887354634	3.43672256118157e-264	"M1_vs_M0"	NA	NA	NA	NA	NA	"TP53AIP1"	"PWWP2B"
"ENSG00000228742"	"LINC02577"	2.998913408139	0.0305847637507246	"M1_vs_M0"	"HSALNG0060386"	"integenic"	"Not conserved"	"hsa-miR-4281,hsa-miR-4710"	"Eosinophil count,Agents acting on the renin-angiotensin system use measurement,Systolic blood pressure; Common carotid intimal medial thickness; Alcohol drinking,Diuretic use measurement,Systolic blood pressure; Mean arterial pressure,Eosinophil percentage of leukocytes,Cognitive inhibition measurement,-"	"PIK3CG"	"MAL"
"ENSG00000230438"	"SERPINB9P1"	2.37683128435149	3.17691656175578e-73	"M1_vs_M0"	"HSALNG0047525"	"integenic"	"Not conserved"	NA	NA	"SERPINB9"	"SLFN12"
"ENSG00000238045"	"MVP-DT"	2.398221295456	7.73108558225712e-30	"M1_vs_M0"	"HSALNG0144898"	"anti_sense"	"Q90"	"hsa-miR-4745-3p"	NA	"CDIPT"	"CEBPB"
"ENSG00000238164"	"TNFRSF14-AS1"	-1.43780863553702	1.65435668509666e-52	"M1_vs_M0"	"HSALNG0000275"	"anti_sense"	"Q75"	"hsa-miR-505-5p,hsa-miR-619-5p,hsa-miR-3620-5p,hsa-miR-4481,hsa-miR-1343-3p,hsa-miR-5589-5p,hsa-miR-6751-3p,hsa-miR-6769a-3p,hsa-miR-6813-5p,hsa-miR-6852-5p"	"Eosinophil count,Rheumatoid arthritis,Eosinophil count; Eosinophil percentage of leukocytes,-"	"HES5"	"AZU1"
"ENSG00000239445"	"ST3GAL6-AS1"	-1.99654669137613	8.35240212527217e-56	"M1_vs_M0"	"HSALNG0027499"	"anti_sense"	"Q50"	"hsa-miR-937-5p"	"Leukocyte count; Monocyte count,Vascular endothelial growth factor receptor 3 measurement,Monocyte percentage of leukocytes,Eosinophil count,Keratinocyte carcinoma; Basal cell carcinoma,Leukocyte count,Eosinophil count; Skin neoplasm,Eosinophil count; Eosinophil percentage of leukocytes,Unipolar depression,Non-melanoma skin carcinoma,-"	"DCBLD2"	"AZU1"
"ENSG00000259642"	"ST20-AS1"	-1.02129153633121	5.59890053372195e-14	"M1_vs_M0"	"HSALNG0107566"	"anti_sense"	"Not conserved"	"hsa-miR-4492,hsa-miR-4508,hsa-miR-7150,hsa-miR-8072"	"-"	"ZFAND6"	"PPP1CA"
"ENSG00000162888"	"C1orf147"	1.56279840836732	2.30539660434128e-06	"M1_vs_M0"	NA	NA	NA	NA	NA	"EIF2D"	"NIPAL4"
"ENSG00000233975"	"LINC02574"	6.05858206944349	0.00028339260131981	"M1_vs_M0"	"HSALNG0002009"	"integenic"	"Q50"	"hsa-miR-619-5p"	"Body weight,Systolic blood pressure; Pulse pressure measurement; Mean arterial pressure,Body mass index,-"	"IFI6"	"MUCL1"
"ENSG00000236700"	"LINC01010"	-1.43849602646576	2.20545516768051e-57	"M1_vs_M0"	"HSALNG0053623"	"integenic"	"Q50"	"hsa-miR-619-5p,hsa-miR-4267,hsa-miR-4430,hsa-miR-6089"	"Dental caries,-"	"TBPL1"	"RASGRP1"
"ENSG00000233901"	"LINC01503"	-2.00506663398222	4.80916241477388e-19	"M1_vs_M0"	"HSALNG0074718"	"integenic"	"Q75"	"hsa-miR-185-3p,hsa-miR-762,hsa-miR-3620-5p,hsa-miR-4505,hsa-miR-4530,hsa-miR-1587,hsa-miR-6089,hsa-miR-6732-5p,hsa-miR-6791-5p,hsa-miR-8485"	"Atopic eczema,Protein measurement,Caudate nucleus measurement; Functional brain measurement; Response to reward,-"	NA	"NOC3L"
"ENSG00000286481"	"ENSG00000286481"	-4.05967056194245	6.22968766108454e-16	"M1_vs_M0"	"HSALNG0018495"	"integenic"	"Not conserved"	NA	NA	"TSN"	"ABLIM3"
"ENSG00000258875"	"ENSG00000258875"	1.39448897696891	0.00624033198075645	"M1_vs_M0"	"HSALNG0103182"	"anti_sense"	"Q50"	"hsa-miR-7155-5p"	NA	"DGLUCY"	"TRIB1"
"ENSG00000230061"	"TRPM2-AS"	1.47350242748832	0.0381640245298862	"M1_vs_M0"	"HSALNG0133533"	"anti_sense"	"Q50"	"hsa-miR-4486,hsa-miR-6888-5p,hsa-miR-7110-5p"	"-"	"TSPEAR"	"NABP1"
"ENSG00000288767"	"ENSG00000288767"	3.52029232549935	6.52482394609967e-10	"M1_vs_M0"	"HSALNG0096284"	"integenic"	"Not conserved"	NA	NA	"RFC3"	"ZNF791"
"ENSG00000253549"	"CA3-AS1"	-1.42758982433013	0.00503407017828553	"M1_vs_M0"	"HSALNG0066709"	"anti_sense"	"Q50"	"hsa-miR-491-5p,hsa-miR-4482-5p,hsa-miR-4707-5p,hsa-miR-6810-5p"	"Glomerular filtration rate,-"	"CA1"	"GNG5"
"ENSG00000255299"	"ENSG00000255299"	1.49839286193721	4.09448314167165e-06	"M1_vs_M0"	"HSALNG0084342"	"sense"	"Q50"	NA	"Chronotype measurement,Psoriasis; Ulcerative colitis; Ankylosing spondylitis; Crohn's disease; Sclerosing cholangitis,-"	"OR5B21"	"ZWILCH"
"ENSG00000225886"	"ENSG00000225886"	3.31298660528683	4.02445386683957e-18	"M1_vs_M0"	"HSALNG0002013"	"integenic"	"Not conserved"	NA	NA	"FAM76A"	"PELI3"
"ENSG00000290199"	"ENSG00000290199"	-2.18566726471145	0.0216796856267735	"M1_vs_M0"	"HSALNG0134459"	"anti_sense,sense"	"Q75"	"hsa-miR-6791-5p"	"-"	"DDT"	"MRPL11"
"ENSG00000251230"	"MIR3945HG"	5.75612194376476	2.37550436668771e-181	"M1_vs_M0"	"HSALNG0039050"	"integenic"	"Not conserved"	"hsa-miR-619-5p"	"Mean platelet volume,Mean reticulocyte volume,-"	"ACSL1"	"ADGRE1"
"ENSG00000246695"	"RASSF8-AS1"	-1.0622764266284	3.95622009941072e-06	"M1_vs_M0"	"HSALNG0089954"	"anti_sense"	"Q50"	NA	"-"	"BHLHE41"	"NDUFA11"
"ENSG00000205837"	"LINC00487"	4.52240822191614	8.522811240698e-18	"M1_vs_M0"	"HSALNG0012718"	"integenic"	"Q50"	"hsa-miR-4430"	NA	"CMPK2"	"RMI2"
"ENSG00000253939"	"ENSG00000253939"	2.88690877545765	0.0431342944647258	"M1_vs_M0"	"HSALNG0064732"	"anti_sense"	"Q50"	NA	"Blood metabolite measurement"	"ADAM2"	"PLEKHD1"
"ENSG00000225177"	"NHSL1-AS1"	-1.80617114912127	1.71934745401678e-09	"M1_vs_M0"	"HSALNG0053831"	"anti_sense"	"Q75"	"hsa-miR-345-5p,hsa-miR-1228-5p,hsa-miR-4534,hsa-miR-6816-5p"	"-"	"CCDC28A"	"METRNL"
"ENSG00000291086"	"LGALS17A"	8.73550555854801	1.45545754384169e-27	"M1_vs_M0"	"HSALNG0126029"	"integenic"	"Not conserved"	NA	NA	"LGALS14"	"SAMD9L"
"ENSG00000254859"	"ENSG00000254859"	3.42953820847194	3.20196522167335e-09	"M1_vs_M0"	"HSALNG0150508"	"integenic"	"Not conserved"	NA	"Leukocyte count"	"ZC3H3"	"ZNF491"
"ENSG00000224307"	"LINC02975"	-2.69822025364329	2.38823819461273e-75	"M1_vs_M0"	"HSALNG0074715"	"integenic"	"Not conserved"	"hsa-miR-520a-5p,hsa-miR-4492,hsa-miR-4684-3p,hsa-miR-4748,hsa-miR-5693"	NA	NA	"MAF"
"ENSG00000271032"	"ENSG00000271032"	3.21609480663287	1.85860086789832e-22	"M1_vs_M0"	"HSALNG0125561"	"anti_sense"	"Not conserved"	NA	"Calcium measurement; Serum albumin measurement,Serum albumin measurement,-"	"ZNF792"	"EXOC3L1"
"ENSG00000233818"	"CLDN14-AS1"	-2.37931496319226	8.53090962243332e-06	"M1_vs_M0"	"HSALNG0132951"	"integenic"	"Not conserved"	NA	NA	"CHAF1B"	"SAMD4B"
"ENSG00000286194"	"ENSG00000286194"	1.52381825781416	0.0100157330065902	"M1_vs_M0"	"HSALNG0145040"	"integenic"	"Not conserved"	"hsa-miR-4463"	NA	"RNF135"	"PXT1"
"ENSG00000274461"	"LINC02930"	-3.47441826296897	5.43283559841645e-17	"M1_vs_M0"	"HSALNG0081109"	"integenic"	"Not conserved"	NA	"Adolescent idiopathic scoliosis,Left inferior lateral ventricle volume measurement; T-tau measurement; Cerebrospinal fluid biomarker measurement,-"	"PLPP4"	"PCARE"
"ENSG00000227917"	"ENSG00000227917"	6.1320529552808	0.00017766498520491	"M1_vs_M0"	"HSALNG0069521"	"integenic"	"Not conserved"	"hsa-miR-4722-5p"	"-"	"FOXD4"	"PDXDC1"
"ENSG00000204261"	"PSMB8-AS1"	1.43536704362135	1.51376719814838e-07	"M1_vs_M0"	"HSALNG0049455"	"anti_sense,sense"	"Q75"	NA	"Systemic lupus erythematosus,Iga glomerulonephritis,Kidney disease,-,Platelet-to-lymphocyte ratio,Autoimmune disease"	"PSMB9"	"FUT7"
"ENSG00000225783"	"MIAT"	1.72489435838998	2.43817970804661e-17	"M1_vs_M0"	"HSALNG0134655"	"integenic"	"Q50"	"hsa-miR-216a-3p,hsa-miR-619-5p,hsa-miR-1285-5p,hsa-miR-4496,hsa-miR-4505,hsa-miR-4690-3p,hsa-miR-4726-3p,hsa-miR-5007-5p,hsa-miR-6089,hsa-miR-6754-5p,hsa-miR-6777-3p,hsa-miR-8485"	"Serum igg glycosylation measurement,Rr interval,Non-hodgkins lymphoma,Grey matter density measurement,Diet measurement,Gastroesophageal reflux disease,Self reported educational attainment; Cognitive function measurement,Cognitive function measurement; Mathematical ability,Intelligence,Lysophosphatidylethanolamine 18:1 measurement,Cognition,Electroencephalogram measurement; Theta wave measurement,Parental genotype effect measurement; Peanut allergy measurement,Covid-19; Pneumonia,Hypermetropia; Myopia,-"	"CRYBA4"	"PRF1"
